date	heart_rate
2014-12-19 13:6:54	72
2014-12-19 13:6:58	72
2014-12-19 13:7:22	72
2014-12-19 13:7:26	72
2014-12-19 13:7:40	72
2014-12-19 13:7:41	72
2014-12-19 13:7:42	72
2014-12-19 13:7:43	72
2014-12-19 13:7:44	72
2014-12-19 13:7:47	72
2014-12-19 13:7:48	72
2014-12-19 13:7:51	72
2014-12-19 13:7:52	72
2014-12-19 13:7:53	72
2014-12-19 14:17:20	72
2014-12-19 14:17:22	72
2015-1-6 10:16:13	72
2015-1-6 10:16:14	72
2015-1-6 10:16:15	72
2015-1-6 10:16:16	72
2015-1-6 10:16:17	72
2015-1-6 10:16:52	72
2015-1-6 10:16:53	72
2015-1-6 10:16:54	72
2015-1-6 10:30:53	72
2015-1-6 10:30:54	72
2015-1-7 11:57:8	72
2015-1-7 11:57:10	72
2015-1-7 13:26:9	72
2015-1-7 14:17:31	72
2015-1-7 16:45:3	72
2015-1-8 10:41:21	72
2015-1-11 13:55:10	72
2015-1-11 13:55:11	72
2015-1-11 13:55:12	72
2015-1-11 13:55:13	72
2015-1-11 13:55:14	72
2015-1-15 11:34:10	72
2015-1-20 12:31:58	72
2015-1-24 11:30:45	72
2014-12-19 12:59:49	71
2014-12-19 12:59:50	71
2014-12-19 12:59:52	71
2014-12-19 12:59:53	71
2014-12-19 13:0:15	71
2014-12-19 13:0:17	71
2014-12-19 13:0:23	71
2014-12-19 13:0:27	71
2014-12-19 13:0:30	71
2014-12-19 13:0:39	71
2014-12-19 13:0:48	71
2014-12-19 13:0:49	71
2014-12-19 13:0:50	71
2014-12-19 13:1:2	71
2014-12-19 13:1:17	71
2014-12-19 13:1:18	71
2014-12-19 13:1:42	71
2014-12-19 13:1:43	71
2014-12-19 13:1:53	71
2014-12-19 13:2:0	71
2014-12-19 13:2:1	71
2014-12-19 13:2:23	71
2014-12-19 13:2:24	71
2014-12-19 13:2:28	71
2014-12-19 13:2:32	71
2014-12-19 13:2:38	71
2014-12-19 13:2:45	71
2014-12-19 13:2:47	71
2014-12-19 13:3:8	71
2014-12-19 13:3:23	71
2014-12-19 13:3:25	71
2014-12-19 13:3:26	71
2014-12-19 13:4:4	71
2014-12-19 13:5:13	71
2014-12-19 13:5:14	71
2014-12-19 13:5:28	71
2014-12-19 13:5:31	71
2014-12-19 13:5:37	71
2014-12-19 13:6:43	71
2014-12-19 13:6:44	71
2014-12-19 13:6:51	71
2014-12-19 13:6:52	71
2014-12-19 13:6:53	71
2014-12-19 13:6:59	71
2014-12-19 13:7:3	71
2014-12-19 13:7:4	71
2014-12-19 13:7:5	71
2014-12-19 13:7:27	71
2014-12-19 13:7:30	71
2014-12-19 13:7:31	71
2014-12-19 13:7:32	71
2014-12-19 13:7:33	71
2014-12-19 13:7:34	71
2014-12-19 13:7:39	71
2014-12-19 13:7:45	71
2014-12-19 13:7:46	71
2014-12-19 13:7:49	71
2014-12-19 13:7:50	71
2014-12-19 13:7:54	71
2014-12-19 14:17:23	71
2014-12-19 14:17:24	71
2015-1-6 10:16:40	71
2015-1-6 10:30:55	71
2015-1-7 13:26:8	71
2015-1-7 14:17:30	71
2015-1-7 15:23:36	71
2015-1-7 15:23:37	71
2015-1-7 16:45:5	71
2015-1-11 14:58:35	71
2015-1-15 11:34:11	71
2015-1-15 11:34:13	71
2015-1-20 12:31:57	71
2014-12-19 12:59:39	70
2014-12-19 12:59:48	70
2014-12-19 12:59:51	70
2014-12-19 13:0:16	70
2014-12-19 13:0:24	70
2014-12-19 13:0:25	70
2014-12-19 13:0:26	70
2014-12-19 13:0:31	70
2014-12-19 13:0:38	70
2014-12-19 13:0:40	70
2014-12-19 13:0:47	70
2014-12-19 13:1:3	70
2014-12-19 13:1:4	70
2014-12-19 13:1:5	70
2014-12-19 13:1:6	70
2014-12-19 13:1:7	70
2014-12-19 13:1:8	70
2014-12-19 13:1:9	70
2014-12-19 13:1:10	70
2014-12-19 13:1:11	70
2014-12-19 13:1:12	70
2014-12-19 13:1:13	70
2014-12-19 13:1:14	70
2014-12-19 13:1:16	70
2014-12-19 13:1:19	70
2014-12-19 13:1:24	70
2014-12-19 13:1:25	70
2014-12-19 13:1:26	70
2014-12-19 13:1:27	70
2014-12-19 13:1:28	70
2014-12-19 13:1:29	70
2014-12-19 13:1:30	70
2014-12-19 13:1:39	70
2014-12-19 13:1:40	70
2014-12-19 13:1:41	70
2014-12-19 13:1:54	70
2014-12-19 13:1:55	70
2014-12-19 13:1:57	70
2014-12-19 13:1:58	70
2014-12-19 13:1:59	70
2014-12-19 13:2:2	70
2014-12-19 13:2:22	70
2014-12-19 13:2:29	70
2014-12-19 13:2:30	70
2014-12-19 13:2:31	70
2014-12-19 13:2:39	70
2014-12-19 13:2:44	70
2014-12-19 13:2:48	70
2014-12-19 13:2:56	70
2014-12-19 13:2:57	70
2014-12-19 13:2:58	70
2014-12-19 13:2:59	70
2014-12-19 13:3:0	70
2014-12-19 13:3:6	70
2014-12-19 13:3:7	70
2014-12-19 13:3:27	70
2014-12-19 13:3:28	70
2014-12-19 13:3:29	70
2014-12-19 13:3:30	70
2014-12-19 13:3:31	70
2014-12-19 13:3:32	70
2014-12-19 13:3:33	70
2014-12-19 13:4:5	70
2014-12-19 13:4:24	70
2014-12-19 13:4:26	70
2014-12-19 13:4:27	70
2014-12-19 13:4:28	70
2014-12-19 13:4:29	70
2014-12-19 13:4:30	70
2014-12-19 13:5:5	70
2014-12-19 13:5:6	70
2014-12-19 13:5:7	70
2014-12-19 13:5:26	70
2014-12-19 13:5:32	70
2014-12-19 13:7:2	70
2014-12-19 13:7:6	70
2014-12-19 13:7:10	70
2014-12-19 13:7:11	70
2014-12-19 13:7:28	70
2014-12-19 13:7:29	70
2014-12-19 13:7:35	70
2014-12-19 13:7:36	70
2014-12-19 13:7:37	70
2014-12-19 13:7:38	70
2014-12-19 13:7:55	70
2014-12-19 13:7:58	70
2014-12-19 13:7:59	70
2014-12-19 13:8:19	70
2014-12-19 14:17:25	70
2014-12-19 14:17:26	70
2015-1-6 10:16:55	70
2015-1-6 10:30:50	70
2015-1-6 10:30:51	70
2015-1-6 10:30:52	70
2015-1-6 10:31:30	70
2015-1-7 13:26:10	70
2015-1-7 16:45:6	70
2015-1-7 17:4:45	70
2015-1-8 10:41:24	70
2015-1-15 11:34:12	70
2014-12-19 12:59:36	69
2014-12-19 12:59:37	69
2014-12-19 12:59:38	69
2014-12-19 12:59:40	69
2014-12-19 12:59:41	69
2014-12-19 12:59:42	69
2014-12-19 12:59:46	69
2014-12-19 12:59:47	69
2014-12-19 13:0:32	69
2014-12-19 13:0:36	69
2014-12-19 13:0:37	69
2014-12-19 13:0:41	69
2014-12-19 13:0:42	69
2014-12-19 13:0:43	69
2014-12-19 13:0:44	69
2014-12-19 13:0:45	69
2014-12-19 13:0:46	69
2014-12-19 13:1:15	69
2014-12-19 13:1:20	69
2014-12-19 13:1:21	69
2014-12-19 13:1:22	69
2014-12-19 13:1:23	69
2014-12-19 13:1:31	69
2014-12-19 13:1:32	69
2014-12-19 13:1:33	69
2014-12-19 13:1:34	69
2014-12-19 13:1:37	69
2014-12-19 13:1:38	69
2014-12-19 13:1:56	69
2014-12-19 13:2:3	69
2014-12-19 13:2:4	69
2014-12-19 13:2:8	69
2014-12-19 13:2:9	69
2014-12-19 13:2:10	69
2014-12-19 13:2:11	69
2014-12-19 13:2:12	69
2014-12-19 13:2:13	69
2014-12-19 13:2:14	69
2014-12-19 13:2:15	69
2014-12-19 13:2:16	69
2014-12-19 13:2:17	69
2014-12-19 13:2:18	69
2014-12-19 13:2:20	69
2014-12-19 13:2:21	69
2014-12-19 13:2:40	69
2014-12-19 13:2:43	69
2014-12-19 13:2:49	69
2014-12-19 13:2:55	69
2014-12-19 13:3:1	69
2014-12-19 13:3:5	69
2014-12-19 13:4:6	69
2014-12-19 13:4:15	69
2014-12-19 13:4:17	69
2014-12-19 13:4:18	69
2014-12-19 13:4:23	69
2014-12-19 13:4:25	69
2014-12-19 13:4:31	69
2014-12-19 13:5:4	69
2014-12-19 13:5:8	69
2014-12-19 13:5:29	69
2014-12-19 13:5:30	69
2014-12-19 13:5:33	69
2014-12-19 13:5:34	69
2014-12-19 13:5:36	69
2014-12-19 13:5:40	69
2014-12-19 13:7:0	69
2014-12-19 13:7:1	69
2014-12-19 13:7:7	69
2014-12-19 13:7:8	69
2014-12-19 13:7:9	69
2014-12-19 13:7:12	69
2014-12-19 13:7:13	69
2014-12-19 13:7:14	69
2014-12-19 13:7:15	69
2014-12-19 13:7:18	69
2014-12-19 13:7:19	69
2014-12-19 13:7:20	69
2014-12-19 13:7:21	69
2014-12-19 13:7:56	69
2014-12-19 13:7:57	69
2014-12-19 13:8:0	69
2014-12-19 13:8:1	69
2014-12-19 13:8:18	69
2014-12-19 14:17:31	69
2015-1-6 10:30:56	69
2015-1-7 11:57:11	69
2015-1-7 13:26:7	69
2015-1-7 13:26:11	69
2015-1-7 13:26:14	69
2015-1-7 16:30:2	69
2015-1-7 16:30:8	69
2015-1-7 16:30:9	69
2015-1-7 16:30:10	69
2015-1-7 16:30:11	69
2015-1-7 16:30:12	69
2015-1-7 16:45:7	69
2015-1-8 11:20:49	69
2015-1-15 11:34:14	69
2015-1-15 14:17:10	69
2014-12-19 12:59:34	68
2014-12-19 12:59:35	68
2014-12-19 12:59:43	68
2014-12-19 12:59:44	68
2014-12-19 12:59:45	68
2014-12-19 13:0:33	68
2014-12-19 13:0:34	68
2014-12-19 13:0:35	68
2014-12-19 13:1:35	68
2014-12-19 13:1:36	68
2014-12-19 13:2:5	68
2014-12-19 13:2:6	68
2014-12-19 13:2:7	68
2014-12-19 13:2:19	68
2014-12-19 13:2:41	68
2014-12-19 13:2:42	68
2014-12-19 13:2:54	68
2014-12-19 13:3:2	68
2014-12-19 13:3:3	68
2014-12-19 13:3:4	68
2014-12-19 13:4:7	68
2014-12-19 13:4:9	68
2014-12-19 13:4:10	68
2014-12-19 13:4:11	68
2014-12-19 13:4:14	68
2014-12-19 13:4:16	68
2014-12-19 13:4:19	68
2014-12-19 13:4:22	68
2014-12-19 13:4:32	68
2014-12-19 13:4:33	68
2014-12-19 13:5:9	68
2014-12-19 13:5:12	68
2014-12-19 13:5:35	68
2014-12-19 13:7:16	68
2014-12-19 13:7:17	68
2014-12-19 13:8:2	68
2014-12-19 13:8:3	68
2014-12-19 13:8:4	68
2014-12-19 13:8:5	68
2014-12-19 13:8:12	68
2014-12-19 13:8:13	68
2014-12-19 13:8:14	68
2014-12-19 13:8:16	68
2014-12-19 13:8:17	68
2014-12-19 14:17:27	68
2014-12-19 14:17:28	68
2014-12-19 14:17:29	68
2014-12-19 14:17:30	68
2015-1-6 10:16:59	68
2015-1-6 10:31:31	68
2015-1-7 13:26:12	68
2015-1-7 13:26:13	68
2015-1-7 13:26:15	68
2015-1-7 13:26:16	68
2015-1-7 16:30:3	68
2015-1-7 16:30:4	68
2015-1-7 16:30:5	68
2015-1-7 16:30:6	68
2015-1-7 16:30:7	68
2015-1-7 16:50:0	68
2015-1-7 17:4:46	68
2015-1-8 11:20:48	68
2015-1-8 11:20:50	68
2015-1-15 14:17:8	68
2015-1-15 14:17:9	68
2015-1-15 14:17:11	68
2015-1-15 14:17:12	68
2015-1-20 12:31:56	68
2014-12-19 13:2:50	67
2014-12-19 13:2:53	67
2014-12-19 13:4:12	67
2014-12-19 13:4:13	67
2014-12-19 13:4:21	67
2014-12-19 13:4:34	67
2014-12-19 13:5:10	67
2014-12-19 13:5:11	67
2014-12-19 13:6:38	67
2014-12-19 13:8:6	67
2014-12-19 13:8:7	67
2014-12-19 13:8:8	67
2014-12-19 13:8:11	67
2014-12-19 13:8:15	67
2015-1-6 10:16:58	67
2015-1-7 13:26:17	67
2015-1-7 16:47:35	67
2015-1-7 16:50:1	67
2015-1-7 16:50:2	67
2015-1-7 17:4:44	67
2015-1-8 11:20:51	67
2015-1-8 11:20:52	67
2015-1-8 11:20:53	67
2014-12-19 13:2:51	66
2014-12-19 13:2:52	66
2014-12-19 13:4:20	66
2014-12-19 13:4:35	66
2014-12-19 13:4:37	66
2014-12-19 13:4:38	66
2014-12-19 13:4:39	66
2014-12-19 13:4:58	66
2014-12-19 13:5:41	66
2014-12-19 13:6:32	66
2014-12-19 13:8:9	66
2015-1-5 23:7:8	66
2015-1-5 23:12:32	66
2015-1-6 10:16:56	66
2015-1-6 10:16:57	66
2015-1-6 10:30:57	66
2015-1-6 10:31:32	66
2015-1-7 16:16:56	66
2015-1-7 16:16:57	66
2015-1-7 17:4:43	66
2014-12-19 13:4:40	65
2014-12-19 13:4:59	65
2014-12-19 13:5:3	65
2014-12-19 13:6:30	65
2014-12-19 13:6:31	65
2014-12-19 13:6:33	65
2014-12-19 13:6:34	65
2014-12-19 13:8:10	65
2015-1-5 22:59:35	65
2015-1-5 22:59:36	65
2015-1-5 22:59:37	65
2015-1-5 22:59:38	65
2015-1-5 23:12:31	65
2015-1-6 10:17:0	65
2015-1-6 10:31:26	65
2015-1-7 16:16:49	65
2015-1-7 17:4:42	65
2015-1-8 11:20:54	65
2015-1-20 12:31:55	65
2014-12-19 13:4:41	64
2014-12-19 13:4:57	64
2014-12-19 13:5:0	64
2014-12-19 13:5:1	64
2014-12-19 13:5:2	64
2014-12-19 13:6:35	64
2015-1-5 22:59:30	64
2015-1-5 22:59:31	64
2015-1-5 22:59:32	64
2015-1-5 22:59:34	64
2015-1-5 22:59:39	64
2015-1-5 22:59:40	64
2015-1-5 23:6:59	64
2015-1-5 23:7:0	64
2015-1-5 23:7:6	64
2015-1-7 16:16:55	64
2015-1-8 11:20:55	64
2014-12-19 13:4:36	63
2014-12-19 13:4:43	63
2014-12-19 13:4:55	63
2014-12-19 13:4:56	63
2014-12-19 13:5:42	63
2014-12-19 13:6:28	63
2014-12-19 13:6:29	63
2014-12-19 13:6:36	63
2014-12-19 13:6:37	63
2015-1-5 22:59:19	63
2015-1-5 22:59:26	63
2015-1-5 22:59:27	63
2015-1-5 22:59:28	63
2015-1-5 22:59:29	63
2015-1-5 22:59:33	63
2015-1-5 22:59:41	63
2015-1-5 22:59:42	63
2015-1-5 22:59:51	63
2015-1-5 22:59:52	63
2015-1-5 22:59:53	63
2015-1-5 22:59:54	63
2015-1-5 22:59:55	63
2015-1-5 22:59:59	63
2015-1-5 23:0:0	63
2015-1-5 23:0:2	63
2015-1-5 23:0:3	63
2015-1-5 23:0:4	63
2015-1-5 23:0:5	63
2015-1-5 23:0:6	63
2015-1-5 23:0:7	63
2015-1-5 23:0:8	63
2015-1-5 23:6:58	63
2015-1-6 10:30:58	63
2015-1-7 16:16:48	63
2015-1-7 16:16:50	63
2015-1-7 17:4:41	63
2015-1-20 12:31:54	63
2014-12-19 13:4:42	62
2014-12-19 13:4:44	62
2014-12-19 13:5:43	62
2014-12-19 13:5:44	62
2014-12-19 13:6:14	62
2014-12-19 13:6:17	62
2014-12-19 13:6:27	62
2015-1-5 22:59:20	62
2015-1-5 22:59:21	62
2015-1-5 22:59:22	62
2015-1-5 22:59:24	62
2015-1-5 22:59:25	62
2015-1-5 22:59:43	62
2015-1-5 22:59:44	62
2015-1-5 22:59:45	62
2015-1-5 22:59:46	62
2015-1-5 22:59:47	62
2015-1-5 22:59:48	62
2015-1-5 22:59:49	62
2015-1-5 22:59:50	62
2015-1-5 22:59:56	62
2015-1-5 22:59:57	62
2015-1-5 22:59:58	62
2015-1-5 23:0:1	62
2015-1-5 23:0:9	62
2015-1-5 23:0:10	62
2015-1-5 23:7:6	62
2015-1-6 10:3:22	62
2015-1-6 10:30:59	62
2015-1-6 10:31:0	62
2015-1-6 10:31:1	62
2015-1-7 16:16:51	62
2015-1-7 16:16:52	62
2015-1-7 16:16:54	62
2014-12-19 13:4:54	61
2014-12-19 13:5:45	61
2014-12-19 13:5:50	61
2014-12-19 13:5:51	61
2014-12-19 13:6:13	61
2014-12-19 13:6:15	61
2014-12-19 13:6:16	61
2014-12-19 13:6:18	61
2014-12-19 13:6:26	61
2015-1-5 22:59:23	61
2015-1-5 23:7:1	61
2015-1-5 23:7:3	61
2015-1-6 10:31:2	61
2015-1-6 10:31:25	61
2015-1-7 16:16:53	61
2015-1-20 12:31:53	61
2014-12-19 13:4:48	60
2014-12-19 13:6:25	60
2015-1-5 23:7:2	60
2015-1-5 23:7:4	60
2015-1-6 10:31:3	60
2015-1-6 10:31:21	60
2015-1-6 10:31:22	60
2015-1-6 10:31:23	60
2014-12-19 13:4:47	59
2014-12-19 13:4:49	59
2014-12-19 13:4:53	59
2014-12-19 13:5:46	59
2014-12-19 13:5:47	59
2014-12-19 13:5:49	59
2014-12-19 13:6:6	59
2014-12-19 13:6:7	59
2014-12-19 13:6:8	59
2014-12-19 13:6:9	59
2014-12-19 13:6:12	59
2014-12-19 13:6:19	59
2014-12-19 13:6:20	59
2014-12-19 13:6:24	59
2015-1-6 10:3:21	59
2015-1-6 10:31:4	59
2015-1-6 10:31:5	59
2015-1-6 10:31:6	59
2015-1-6 10:31:7	59
2015-1-6 10:31:10	59
2015-1-6 10:31:11	59
2015-1-6 10:31:12	59
2015-1-6 10:31:13	59
2015-1-6 10:31:14	59
2015-1-6 10:31:19	59
2015-1-6 10:31:20	59
2015-1-6 10:31:24	59
2015-1-20 12:31:52	59
2014-12-19 13:4:45	58
2014-12-19 13:4:46	58
2014-12-19 13:5:52	58
2014-12-19 13:5:59	58
2014-12-19 13:6:10	58
2014-12-19 13:6:23	58
2015-1-6 2:16:45	58
2015-1-6 10:3:20	58
2015-1-6 10:31:8	58
2015-1-6 10:31:9	58
2015-1-7 17:4:40	58
2015-1-13 13:50:36	58
2015-1-13 13:50:36	58
2015-1-13 13:50:40	58
2015-1-13 13:50:41	58
2015-1-20 10:56:47	58
2014-12-19 13:4:50	57
2014-12-19 13:4:52	57
2014-12-19 13:5:48	57
2014-12-19 13:6:0	57
2014-12-19 13:6:1	57
2014-12-19 13:6:4	57
2014-12-19 13:6:5	57
2014-12-19 13:6:11	57
2014-12-19 13:6:21	57
2014-12-19 13:6:22	57
2015-1-6 10:31:15	57
2015-1-6 10:31:17	57
2015-1-6 10:31:18	57
2015-1-13 13:50:37	57
2015-1-13 13:50:38	57
2015-1-13 13:50:39	57
2014-12-19 13:4:51	56
2014-12-19 13:5:53	56
2014-12-19 13:5:55	56
2014-12-19 13:5:56	56
2014-12-19 13:5:58	56
2014-12-19 13:6:2	56
2014-12-19 13:6:3	56
2015-1-6 10:3:16	56
2015-1-6 10:3:17	56
2015-1-6 10:3:19	56
2015-1-6 10:31:16	56
2015-1-20 12:31:51	56
2014-12-19 13:5:54	55
2014-12-19 13:5:57	55
2015-1-6 10:3:12	55
2015-1-6 10:3:13	55
2015-1-6 10:3:14	55
2015-1-6 10:3:15	55
2015-1-6 10:3:18	55
2015-1-7 17:4:39	55
2015-1-7 17:4:37	54
2015-1-7 17:4:38	53
2014-12-15 13:46:44	0
2014-12-15 13:46:45	0
2014-12-15 13:46:46	0
2014-12-15 13:46:50	0
2014-12-15 13:46:51	0
2014-12-15 13:46:52	0
2014-12-15 13:46:53	0
2014-12-15 13:46:54	0
2014-12-15 13:46:55	0
2014-12-15 13:46:56	0
2014-12-15 14:14:1	0
2014-12-15 14:14:2	0
2014-12-15 14:14:3	0
2014-12-15 14:14:4	0
2014-12-15 14:14:5	0
2014-12-15 14:14:6	0
2014-12-15 14:14:7	0
2014-12-15 14:14:8	0
2014-12-15 14:14:9	0
2014-12-15 14:14:10	0
2014-12-15 14:14:11	0
2014-12-15 14:14:12	0
2014-12-15 14:14:28	0
2014-12-15 14:14:29	0
2014-12-15 14:14:30	0
2014-12-15 14:14:31	0
2014-12-15 14:14:32	0
2014-12-15 14:15:1	0
2014-12-15 14:15:2	0
2014-12-15 16:10:23	0
2014-12-15 16:10:25	0
2014-12-15 16:10:26	0
2014-12-15 16:10:27	0
2014-12-15 16:10:28	0
2014-12-15 16:10:29	0
2014-12-15 16:10:30	0
2014-12-15 16:10:31	0
2014-12-15 16:10:32	0
2014-12-15 16:10:33	0
2014-12-15 16:10:34	0
2014-12-15 16:10:35	0
2014-12-15 16:22:10	0
2014-12-15 16:22:11	0
2014-12-15 16:22:12	0
2014-12-15 16:22:13	0
2014-12-15 16:22:14	0
2014-12-15 16:22:15	0
2014-12-15 16:22:16	0
2014-12-19 14:16:21	0
2014-12-19 14:16:22	0
2014-12-19 14:16:23	0
2014-12-19 14:16:24	0
2014-12-19 14:16:25	0
2014-12-19 14:16:26	0
2014-12-19 14:16:27	0
2014-12-19 14:16:28	0
2014-12-19 14:16:29	0
2014-12-19 14:16:30	0
2014-12-19 14:16:31	0
2014-12-19 14:16:32	0
2014-12-20 7:46:46	0
2014-12-20 7:46:47	0
2014-12-20 7:46:48	0
2014-12-20 7:46:49	0
2014-12-20 7:46:50	0
2014-12-20 7:46:51	0
2014-12-20 7:46:52	0
2014-12-20 7:46:53	0
2015-1-5 23:6:50	0
2015-1-5 23:6:51	0
2015-1-5 23:6:52	0
2015-1-5 23:6:53	0
2015-1-5 23:6:54	0
2015-1-5 23:6:55	0
2015-1-5 23:6:56	0
2015-1-5 23:6:57	0
2015-1-6 9:47:57	0
2015-1-6 9:47:58	0
2015-1-6 9:47:59	0
2015-1-6 9:48:0	0
2015-1-6 9:48:1	0
2015-1-6 13:33:10	0
2015-1-6 13:33:11	0
2015-1-6 13:33:12	0
2015-1-6 13:33:13	0
2015-1-6 13:33:14	0
2015-1-6 13:33:15	0
2015-1-6 13:33:16	0
2015-1-7 11:56:59	0
2015-1-7 11:57:0	0
2015-1-7 11:57:1	0
2015-1-7 11:57:2	0
2015-1-7 16:16:40	0
2015-1-7 16:16:41	0
2015-1-7 16:16:42	0
2015-1-7 16:16:43	0
2015-1-7 16:16:44	0
2015-1-7 16:16:45	0
2015-1-7 16:16:46	0
2015-1-7 16:16:47	0
2015-1-8 10:41:13	0
2015-1-8 10:41:14	0
2015-1-8 10:41:15	0
2015-1-8 10:41:16	0
2015-1-8 10:41:17	0
2015-1-8 10:41:18	0
2015-1-8 10:41:19	0
2015-1-8 10:41:20	0
2015-1-11 11:0:16	0
2015-1-11 11:0:17	0
2015-1-11 11:0:18	0
2015-1-11 11:0:19	0
2015-1-11 11:0:20	0
2015-1-15 9:52:22	0
2015-1-20 10:27:19	0
2015-1-20 10:27:20	0
2015-1-20 10:27:21	0
2015-1-20 10:27:22	0
2015-1-20 10:56:39	0
2015-1-20 10:56:40	0
2015-1-20 10:56:41	0
2015-1-20 10:56:42	0
2015-1-20 10:56:43	0
2015-1-20 10:56:44	0
2015-1-21 9:38:16	0
2015-1-21 9:38:17	0
2015-1-21 9:38:18	0
2015-1-23 11:13:39	0
2015-1-23 11:13:40	0
2015-1-24 8:22:40	0
2015-1-24 8:22:41	0
2015-1-24 8:22:42	0
2014-12-15 14:14:26	-3
2014-12-15 14:14:27	-3
2014-12-15 16:10:22	-3
2014-12-15 16:10:24	-3
2014-12-15 16:17:47	-3
2014-12-15 16:17:48	-3
2014-12-15 16:17:49	-3
2014-12-15 16:22:9	-3
